Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2017-05-11 18:01:06,false,"Cape Town Running","8.32","607","47:08","168","237","0.0","--","--","5:40","3:41","367","354","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-09 06:03:31,false,"Cape Town Running","7.18","460","33:28","--","--","0.0","--","--","4:40","3:06","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-08 17:38:20,false,"Cape Town Running","7.08","463","35:39","--","--","0.0","--","--","5:02","3:51","163","154","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-06 08:10:44,false,"Caledon Running","7.70","603","1:18:47","155","206","0.0","--","--","10:14","5:23","462","363","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-05 06:03:34,false,"Cape Town Running","8.02","522","40:28","--","--","0.0","--","--","5:03","3:59","40","41","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-03 09:34:37,false,"Cape Town Running","9.01","587","42:44","--","--","0.0","--","--","4:45","4:07","70","70","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-29 07:30:00,false,"Downtown Toronto (Harbourfront East / Union Station / Toronto Island) Running","10.24","674","52:04","--","--","0.0","--","--","5:05","0:35","6","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-28 17:14:14,false,"Downtown Toronto (Harbourfront East / Union Station / Toronto Island) Running","7.08","468","34:12","--","--","0.0","--","--","4:50","0:41","6","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-27 07:00:10,false,"King City Running","10.07","659","49:42","--","--","0.0","--","--","4:56","3:44","47","46","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-26 07:13:38,false,"King City Running","8.20","538","39:50","--","--","0.0","--","--","4:51","3:50","45","38","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-25 07:35:32,false,"King City Running","8.03","529","39:34","--","--","0.0","--","--","4:55","3:09","47","42","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-24 19:10:55,false,"King City Running","6.09","390","33:04","--","--","0.0","--","--","5:26","3:46","25","24","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-22 08:28:47,false,"Newlands Running","10.34","1,078","1:07:40","188","245","0.0","--","--","6:33","2:58","494","492","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-21 06:04:23,false,"Cape Town Running","9.04","784","47:53","192","248","0.0","--","--","5:18","4:32","44","47","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-20 18:17:32,false,"Cape Town Running","7.06","602","38:33","187","247","0.0","--","--","5:28","4:29","173","172","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-18 18:13:34,false,"Cape Town Running","8.27","544","41:38","--","--","0.0","--","--","5:02","0:34","112","116","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-17 12:54:00,false,"Mithchells Plain Running","11.23","270","47:05","--","--","0.0","--","--","4:12","0:42","169","145","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-16 07:43:24,false,"Clanwilliam Running","7.16","472","40:22","--","--","0.0","--","--","5:38","4:41","145","142","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-15 17:04:07,false,"Clanwilliam Running","12.14","796","1:08:20","--","--","0.0","--","--","5:38","4:15","292","293","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-14 08:46:54,false,"Rondebosch Running","0.80","56","25:41","--","--","0.0","--","--","32:07","0:33","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-13 17:56:02,false,"Cape Town Running","8.49","546","42:41","167","197","0.0","--","--","5:02","3:59","68","62","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-11 18:04:05,false,"Rondebosch Running","7.07","461","35:49","--","--","0.0","--","--","5:04","2:28","36","35","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-09 08:13:21,false,"Cape Town Running","10.21","590","49:32","161","175","0.0","--","--","4:51","4:14","87","88","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-08 10:04:45,false,"Rondebosch Running","6.54","349","34:14","148","175","0.0","--","--","5:14","4:11","49","52","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-07 06:06:49,false,"Cape Town Running","7.94","479","43:17","155","203","0.0","78","180","5:27","4:44","43","44","2.34","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-06 18:21:35,false,"Claremont Running","4.94","365","32:09","157","211","0.0","--","--","6:30","3:58","57","57","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-04 17:54:07,false,"Cape Town Running","6.15","374","33:43","156","183","0.0","--","--","5:29","4:23","140","139","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-02 08:07:36,false,"Caledon Running","9.94","507","50:21","148","174","0.0","--","--","5:04","4:33","60","74","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-29 18:30:08,false,"Rondebosch Running","7.02","455","35:38","--","--","0.0","--","--","5:05","4:26","38","35","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-26 07:36:51,false,"Cape Town Running","8.22","506","41:13","163","185","0.0","--","--","5:01","4:18","105","111","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-24 17:48:39,false,"Cape Town Running","6.03","352","31:33","156","202","0.0","--","--","5:14","1:05","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-20 08:20:17,false,"Newlands Running","7.17","587","52:56","155","179","0.0","--","--","7:23","4:21","427","432","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-19 08:17:21,false,"Cape Town Running","31.39","759","1:18:57","145","162","0.0","--","--","2:31","1:03","548","550","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-18 08:40:05,false,"Rondebosch Running","8.10","501","40:20","165","189","0.0","--","--","4:59","3:33","44","41","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-16 17:46:11,false,"Cape Town Running","5.70","361","30:58","159","174","0.0","--","--","5:26","4:14","90","171","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-16 17:36:33,false,"Cape Town Running","1.56","104","9:07.0","--","--","0.0","--","--","5:50","3:44","86","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-14 07:28:10,false,"Cape Town Running","6.25","377","33:02","158","177","0.0","--","--","5:17","4:18","54","58","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-13 17:20:37,false,"Cape Town Running","5.56","381","35:33","155","179","0.0","--","--","6:23","2:53","46","42","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-12 15:16:46,false,"Cape Town Running","0.74","--","5:51:34","--","--","0.0","--","--","--","33:28","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-05 07:51:56,false,"Hermanus Running","6.08","172","37:15","--","--","0.0","--","--","6:08","1:02","48","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-04 08:22:58,false,"Hermanus Running","6.12","175","35:26","--","--","0.0","--","--","5:47","1:00","55","11","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-03 08:18:07,false,"Cape Town Running","30.38","746","1:14:42","148","170","0.0","--","--","2:28","1:07","529","530","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-26 09:35:06,false,"Caledon Running","20.20","494","1:03:35","133","157","0.0","--","--","3:09","1:30","213","206","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-25 07:46:13,false,"Caledon Running","45.67","981","1:49:02","140","170","0.0","--","--","2:23","1:06","484","484","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-23 07:05:35,false,"Caledon Running","61.96","3,033","2:48:43","--","--","0.0","--","--","2:43","1:02","743","741","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-19 07:42:27,false,"Lakeside Running","5.10","185","33:31","117","195","0.0","--","--","6:34","0:45","93","185","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-18 07:48:48,false,"Cape Town Running","28.34","1,423","1:26:24","--","--","0.0","--","--","3:03","1:23","474","475","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-17 06:03:44,false,"Cape Town Running","5.00","301","31:30","--","--","0.0","180","186","6:18","5:01","10","10","0.88","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-16 18:06:33,false,"Cape Town Running","8.78","610","49:47","163","181","0.0","--","--","5:40","4:19","338","321","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-14 06:02:43,false,"Cape Town Running","8.14","492","39:32","166","180","0.0","--","--","4:52","3:30","2","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-12 07:10:02,false,"Fish Hoek Running","14.26","869","1:44:32","--","--","0.0","--","--","7:20","4:24","701","789","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-11 07:56:26,false,"Cape Town Running","64.17","2,907","2:35:10","--","--","0.0","--","--","2:25","1:08","666","613","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-10 06:03:28,false,"Cape Town Running","8.01","472","40:28","160","177","0.0","177","182","5:03","4:19","33","32","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-09 18:47:39,false,"Cape Town Running","7.05","456","37:31","163","187","0.0","--","--","5:19","3:57","164","155","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-08 17:21:37,false,"Tokai Running","8.47","638","52:21","163","180","0.0","--","--","6:11","4:38","211","210","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-07 06:21:43,false,"Cape Town Running","6.07","368","30:44","162","180","0.0","--","--","5:04","3:43","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-05 08:51:46,false,"Cape Town Running","42.38","2,035","1:53:39","--","--","0.0","--","--","2:41","1:10","713","705","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-04 10:38:52,false,"Kaapstad Running","4.69","323","48:38","136","238","0.0","--","--","10:22","4:42","437","152","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-03 14:19:35,false,"Fish Hoek Running","7.52","467","1:22:45","--","--","0.0","--","--","11:00","0:40","499","682","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-01 07:20:05,false,"Rondebosch Running","7.77","359","40:27","140","175","0.0","--","--","5:12","4:01","48","44","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-31 06:28:19,false,"Cape Town Running","6.57","396","34:17","160","180","0.0","--","--","5:13","3:14","6","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-29 06:35:19,false,"Cape Town Running","19.56","1,154","2:59:32","--","--","0.0","--","--","9:11","0:21","1,490","1,675","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-28 09:35:49,false,"Cape Town Running","14.13","909","1:20:37","--","--","0.0","--","--","5:42","3:36","448","456","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-27 06:03:44,false,"Cape Town Running","7.11","459","36:06","--","--","0.0","--","--","5:05","0:23","14","15","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-26 17:40:49,false,"Rondebosch Running","9.01","595","45:15","170","213","0.0","--","--","5:01","1:20","94","94","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-24 17:49:24,false,"Cape Town Running","8.03","536","46:28","159","179","0.0","--","--","5:47","3:48","240","241","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-21 05:32:38,false,"Vishoek Running","36.46","2,363","3:02:42","--","--","0.0","--","--","5:01","4:08","574","575","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-19 07:29:05,false,"Cape Town Running","6.04","393","31:50","--","--","0.0","--","--","5:16","4:26","47","47","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-17 06:03:33,false,"Cape Town Running","6.53","453","42:39","154","180","0.0","--","--","6:32","0:57","4","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-15 06:47:42,false,"Fish Hoek Running","13.17","684","2:42:05","--","--","0.0","--","--","12:19","1:07","935","1,099","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-14 08:40:43,false,"Newlands Running","9.06","810","1:04:18","166","200","0.0","--","--","7:06","4:26","438","440","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-13 18:12:34,false,"Rondebosch Running","5.67","308","30:10","150","169","0.0","--","--","5:19","4:24","32","32","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-12 18:22:40,false,"Cape Town Running","7.07","441","36:03","164","193","0.0","--","--","5:06","4:11","50","49","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-09 17:23:04,false,"Cape Town Running","5.01","319","24:39","--","--","0.0","--","--","4:55","3:49","46","46","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-08 06:00:43,false,"Bay to Bay","30.12","1,936","2:22:55","168","178","0.0","--","--","4:45","3:54","449","461","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-04 07:23:34,false,"Cape Town Running","6.05","368","32:29","157","188","0.0","--","--","5:22","1:41","44","55","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-03 06:03:40,false,"Cape Town Running","8.03","513","36:35","--","--","0.0","--","--","4:33","3:16","1","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-02 07:03:37,false,"Swellendam Running","8.58","562","54:23","--","--","0.0","--","--","6:20","4:31","55","54","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-31 08:30:41,false,"Caledon Running","10.01","647","54:28","161","180","0.0","--","--","5:26","2:32","171","178","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-29 08:38:55,false,"Caledon Running","8.06","522","46:30","--","--","0.0","--","--","5:46","3:51","200","204","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-28 09:58:53,false,"Caledon Running","14.06","916","1:11:52","--","--","0.0","--","--","5:07","4:06","253","254","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-27 17:45:44,false,"Caledon Running","6.78","379","30:05","166","180","0.0","--","--","4:26","3:08","31","31","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-26 18:00:42,false,"Caledon Running","9.58","617","50:14","164","182","0.0","--","--","5:15","0:54","138","135","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-24 07:53:47,false,"Caledon Running","7.19","639","1:13:25","139","169","0.0","--","--","10:13","4:51","346","346","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-23 06:44:13,false,"Caledon Running","26.14","1,706","2:18:07","--","--","0.0","--","--","5:17","4:28","244","284","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-22 06:39:59,false,"Caledon Running","10.23","662","59:14","--","--","0.0","--","--","5:47","4:06","234","233","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-21 07:56:34,false,"Rondebosch Running","7.25","487","36:19","171","217","0.0","--","--","5:00","3:58","40","36","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-20 06:01:49,false,"Cape Town Running","6.74","474","42:10","158","185","0.0","--","--","6:16","1:04","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-18 07:05:40,false,"Fish Hoek Running","14.64","1,156","1:59:05","146","174","0.0","--","--","8:08","4:20","489","857","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-17 07:29:52,false,"Cape Town Running","15.06","229","1:13:45","96","168","0.0","--","--","4:54","4:07","173","210","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-16 08:21:38,false,"Rondebosch Running","9.12","539","46:23","159","174","0.0","--","--","5:05","1:00","96","96","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-15 08:35:01,false,"Cape Town Running","5.74","371","31:06","161","177","0.0","--","--","5:25","4:25","89","98","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-13 06:04:12,false,"Cape Town Running","5.68","396","35:13","159","183","0.0","--","--","6:12","3:00","3","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-11 06:29:05,false,"Citrusdal Running","7.16","468","36:50","--","--","0.0","--","--","5:09","1:11","71","70","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-10 10:43:43,false,"Citrusdal Running","11.76","656","1:30:13","--","--","0.0","--","--","7:40","1:17","206","810","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-09 06:06:04,false,"Cape Town Running","6.91","447","37:40","--","--","0.0","--","--","5:27","4:55","9","12","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-08 17:44:22,false,"Cape Town Running","7.36","465","36:18","167","204","0.0","--","--","4:56","3:40","69","73","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-06 06:02:13,false,"Cape Town Running","7.19","459","40:21","--","--","0.0","--","--","5:37","2:13","1","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-04 07:50:40,false,"Tokai Running","8.62","732","1:11:08","150","169","0.0","--","--","8:15","4:46","358","362","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-03 08:16:21,false,"Cape Town Running","14.30","868","1:10:51","163","177","0.0","--","--","4:57","3:54","211","212","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-02 05:55:10,false,"Cape Town Running","9.57","627","46:02","--","--","0.0","--","--","4:49","4:21","44","76","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-01 18:54:30,false,"Cape Town Running","5.32","346","30:26","--","--","0.0","--","--","5:43","2:25","97","98","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-30 18:32:51,false,"Cape Town Running","7.08","463","35:54","--","--","0.0","--","--","5:04","3:57","166","167","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-29 06:02:53,false,"Cape Town Running","8.11","512","40:58","--","--","0.0","--","--","5:03","3:16","1","1","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-27 07:17:39,false,"Cape Town Running","37.32","983","1:44:25","144","174","0.0","--","--","2:48","1:10","548","560","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-26 09:40:38,false,"Rondebosch Running","15.05","865","1:16:50","156","176","0.0","--","--","5:06","3:55","197","196","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
