Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2018-04-07 11:27:17,false,"Lakeside Running","2.69","229","42:11","111","151","0.0","112","228","15:43","6:13","259","84","0.57","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-04-06 06:06:21,false,"Cape Town Running","7.67","456","40:09","164","187","0.0","172","178","5:14","3:54","51","53","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-04-04 17:57:34,false,"Rondebosch Running","4.06","220","31:39","125","171","0.0","136","248","7:47","5:39","20","19","0.95","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-31 06:30:07,false,"Kenwyn Running","56.46","2,556","4:58:23","164","191","0.0","166","180","5:17","3:48","1,209","1,151","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-29 18:16:10,false,"Claremont Running","4.21","208","22:15","145","174","0.0","168","182","5:17","4:26","58","60","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-27 17:56:19,false,"Rondebosch Running","8.19","402","42:01","147","180","0.0","168","180","5:08","3:41","75","74","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-25 07:17:02,false,"Western Cape Running","14.05","841","1:16:15","162","194","0.0","166","172","5:26","4:20","278","278","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-23 08:10:27,false,"Western Cape Running","7.11","406","44:26","147","171","0.0","162","238","6:15","4:32","339","338","0.99","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-22 08:00:36,false,"Western Cape Running","12.31","719","1:04:20","164","177","0.0","168","176","5:14","4:16","192","188","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-20 05:19:41,false,"Newlands Running","12.01","664","1:06:39","151","187","0.0","168","182","5:33","2:35","399","397","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-18 17:07:23,false,"Kaapstad Running","14.07","757","1:07:06","168","180","0.0","170","178","4:46","3:42","944","943","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-17 06:05:31,false,"Rondebosch Running","23.50","1,223","2:04:53","162","185","0.0","170","182","5:19","3:48","537","537","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-16 06:03:18,false,"Cape Town Running","8.04","425","40:52","157","182","0.0","174","180","5:05","3:53","60","62","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-15 07:41:17,false,"Rondebosch Running","10.33","651","55:37","172","180","0.0","168","176","5:23","3:45","121","119","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-13 05:25:08,false,"Newlands Running","10.27","685","59:01","169","213","0.0","166","182","5:45","4:20","451","452","1.04","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-11 18:17:28,false,"Rondebosch Running","6.16","355","33:14","159","182","0.0","168","176","5:24","4:39","39","36","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-10 07:06:08,false,"Caledon Running","32.01","1,655","2:44:24","163","181","0.0","168","178","5:08","4:21","359","359","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-09 06:02:25,false,"Cape Town Running","8.07","490","42:12","163","179","0.0","170","178","5:14","4:01","58","58","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-08 17:43:56,false,"Rondebosch Running","17.09","795","1:21:47","150","156","0.0","168","178","4:47","3:00","275","275","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-06 06:04:12,false,"Cape Town Running","10.08","429","44:34","146","164","0.0","172","182","4:25","3:35","5","5","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-04 17:20:41,false,"Rondebosch Running","4.03","175","20:17","137","176","0.0","170","178","5:02","4:24","25","23","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-03 06:13:21,false,"Rondebosch Running","35.39","1,765","3:08:32","162","186","0.0","168","178","5:20","4:07","675","677","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-02 06:03:47,false,"Cape Town Running","8.64","479","44:24","157","177","0.0","170","180","5:08","4:11","63","65","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-03-01 17:52:22,false,"Rondebosch Running","10.01","569","48:58","167","174","0.0","170","188","4:54","3:39","127","126","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-27 06:15:06,false,"Rondebosch Running","9.20","597","55:03","160","180","0.0","164","200","5:59","2:49","251","252","1.01","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-26 18:17:11,false,"Rondebosch Running","12.21","678","1:00:14","164","176","0.0","168","182","4:56","3:34","182","183","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-24 07:03:42,false,"Cape Town Running","20.36","1,124","1:38:42","167","186","0.0","170","178","4:51","4:01","294","295","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-23 06:01:59,false,"Cape Town Running","8.34","493","43:37","160","185","0.0","170","176","5:14","4:17","55","55","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-22 18:20:34,false,"Claremont Running","7.73","431","36:55","164","184","0.0","168","176","4:47","3:37","100","100","1.25","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-20 06:51:42,false,"Rondebosch Running","8.35","491","41:51","164","178","0.0","170","178","5:01","3:53","74","76","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-18 05:15:05,false,"Cape Town Running","42.31","1,837","3:35:50","153","172","0.0","166","180","5:06","4:01","341","346","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-16 06:48:42,false,"Rondebosch Running","6.24","339","31:13","157","175","0.0","168","176","5:00","2:52","43","41","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-15 18:23:29,false,"Newlands Running","7.85","424","35:31","172","194","0.0","168","178","4:32","0:46","73","93","1.32","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-13 06:23:29,false,"Rondebosch Running","8.12","447","41:48","157","173","0.0","168","190","5:09","3:33","69","71","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-11 07:38:49,false,"Caledon Running","20.01","947","1:38:44","154","168","0.0","166","176","4:56","4:14","171","170","1.22","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-10 16:54:43,false,"Caledon Running","7.20","435","1:06:48","125","164","0.0","136","248","9:16","5:39","217","219","0.80","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-09 05:56:58,false,"Rondebosch Running","8.48","433","43:30","155","174","0.0","168","176","5:08","3:54","47","47","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-08 18:10:54,false,"Rondebosch Running","6.86","355","35:59","155","170","0.0","164","170","5:15","4:20","43","37","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-06 18:22:56,false,"Rondebosch Running","12.32","555","1:03:14","159","179","0.0","164","174","5:08","3:52","149","151","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-05 18:25:05,false,"Rondebosch Running","7.65","499","38:15","--","--","0.0","--","--","5:00","4:07","62","63","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-04 07:25:59,false,"Uruan Running","8.63","564","46:29","--","--","0.0","--","--","5:23","4:18","93","93","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-02-03 06:59:36,false,"Uruan Running","7.47","486","39:27","--","--","0.0","--","--","5:17","4:36","81","76","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-28 06:43:29,false,"Rondebosch Running","6.53","423","34:50","--","--","0.0","--","--","5:20","0:29","38","37","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-27 08:04:39,false,"Rondebosch Running","7.51","482","42:44","--","--","0.0","--","--","5:42","3:58","43","47","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-24 17:26:05,false,"Rondebosch Running","4.30","159","31:33","111","170","0.0","--","--","7:20","4:22","18","20","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-21 17:45:27,false,"Rondebosch Running","4.04","258","30:39","--","--","0.0","--","--","7:35","5:38","15","14","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-20 18:47:02,false,"Rondebosch Running","4.01","485","30:23","189","250","0.0","--","--","7:35","4:57","18","15","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-17 18:26:22,false,"Rondebosch Running","3.69","340","30:26","156","238","0.0","--","--","8:15","6:32","14","14","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-10 17:47:55,false,"Rondebosch Running","5.77","391","30:21","168","183","0.0","--","--","5:15","4:32","31","32","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-04 18:03:14,false,"Newlands Running","5.50","499","42:50","159","184","0.0","--","--","7:47","3:00","457","203","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-03 17:58:56,false,"Rondebosch Running","12.02","689","1:00:30","157","179","0.0","--","--","5:02","3:52","138","138","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-02 06:45:03,false,"Caledon Running","11.14","511","2:21:06","--","--","0.0","--","--","12:40","3:15","368","369","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2018-01-01 17:27:46,false,"Caledon Running","8.05","528","40:55","--","--","0.0","--","--","5:05","0:52","45","44","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-31 08:24:17,false,"Riviersonderend Running","8.08","528","39:04","--","--","0.0","--","--","4:50","4:08","34","33","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-29 08:15:32,false,"Caledon Running","9.42","605","56:42","--","--","0.0","--","--","6:01","4:10","246","246","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-28 10:52:23,false,"Diep River Running","6.10","281","1:24:38","--","--","0.0","--","--","13:53","8:53","320","374","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-28 06:30:34,false,"Caledon Running","8.00","377","2:27:21","--","--","0.0","--","--","18:25","9:30","690","341","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-27 18:12:54,false,"Caledon Running","8.39","527","40:01","155","206","0.0","--","--","4:46","4:01","34","39","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-26 08:09:57,false,"Caledon Running","12.58","819","1:08:57","--","--","0.0","--","--","5:29","4:11","166","171","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-24 08:05:31,false,"Cape Town Running","8.39","634","39:59","188","248","0.0","--","--","4:46","4:03","74","75","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-23 07:32:51,false,"Rondebosch Running","22.45","1,469","2:00:26","--","--","0.0","--","--","5:22","2:55","347","350","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-22 09:02:10,false,"Caledon Running","10.68","686","58:43","160","203","0.0","--","--","5:30","4:06","257","254","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-21 06:18:26,false,"Caledon Running","14.26","885","1:34:45","--","--","0.0","--","--","6:39","4:25","500","490","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-19 05:55:05,false,"Cape Town Running","7.32","648","35:37","204","250","0.0","--","--","4:52","1:15","7","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-18 08:57:14,false,"Muizenberg Running","9.01","589","46:18","--","--","0.0","--","--","5:08","1:50","56","56","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-17 06:31:54,false,"Fish Hoek Running","20.03","1,265","2:31:41","--","--","0.0","--","--","7:35","2:38","1,213","1,214","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-16 17:44:24,false,"Rondebosch Running","15.24","1,004","1:18:41","--","--","0.0","--","--","5:10","1:54","184","181","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-15 05:44:56,false,"Rondebosch Running","10.43","683","59:53","--","--","0.0","--","--","5:44","2:14","218","220","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-14 05:52:28,false,"Rondebosch Running","8.85","500","43:51","158","187","0.0","--","--","4:57","4:19","33","33","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-12 05:59:37,false,"Cape Town Running","8.19","430","39:27","156","192","0.0","--","--","4:49","2:53","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-11 17:25:31,false,"Rondebosch Running","14.02","924","1:10:42","--","--","0.0","--","--","5:02","1:02","160","160","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-09 06:31:10,false,"Rondebosch Running","25.05","1,633","2:08:45","--","--","0.0","--","--","5:08","4:05","326","325","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-08 05:48:10,false,"Cape Town Running","10.28","674","52:50","--","--","0.0","--","--","5:08","3:16","45","46","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-06 18:44:37,false,"Rondebosch Running","8.29","501","40:44","164","188","0.0","--","--","4:55","3:06","65","66","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-05 05:59:10,false,"Cape Town Running","8.81","529","42:42","166","192","0.0","--","--","4:51","3:26","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-03 16:52:20,false,"Rondebosch Running","15.04","987","1:17:23","--","--","0.0","--","--","5:09","3:22","221","222","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-02 06:50:38,false,"Rondebosch Running","18.72","1,229","1:34:23","--","--","0.0","--","--","5:02","4:09","215","215","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-12-01 17:20:42,false,"Rondebosch Running","6.27","411","31:30","--","--","0.0","--","--","5:01","3:40","36","36","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-29 18:20:49,false,"Rondebosch Running","6.69","437","33:13","--","--","0.0","--","--","4:58","3:42","31","32","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-28 17:47:59,false,"Rondebosch Running","9.27","608","48:15","--","--","0.0","--","--","5:12","2:51","107","110","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-27 18:09:24,false,"Rondebosch Running","14.01","872","1:16:26","158","187","0.0","--","--","5:27","3:27","216","219","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-25 06:52:48,false,"Rondebosch Running","20.01","1,305","1:45:14","--","--","0.0","--","--","5:16","3:25","264","266","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-24 05:45:40,false,"Rondebosch Running","10.44","683","53:00","--","--","0.0","--","--","5:05","3:57","109","112","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-23 18:16:40,false,"Claremont Running","10.58","627","51:13","164","187","0.0","--","--","4:50","3:56","77","99","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-23 18:00:59,false,"Rondebosch Running","2.96","195","14:34","--","--","0.0","--","--","4:55","4:22","23","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-21 05:59:14,false,"Cape Town Running","8.40","624","50:06","167","243","0.0","--","--","5:58","2:55","4","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-17 06:04:04,false,"Cape Town Running","8.06","516","43:35","--","--","0.0","--","--","5:25","4:28","29","27","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-16 17:29:07,false,"Newlands Running","8.76","566","53:20","--","--","0.0","--","--","6:05","4:30","311","306","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-15 17:02:58,false,"Rondebosch Running","8.39","554","41:34","--","--","0.0","--","--","4:57","3:17","60","64","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-12 17:18:11,false,"Rondebosch Running","4.06","262","22:13","--","--","0.0","--","--","5:29","2:51","14","13","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-11 05:30:02,false,"Stellenbosch Running","42.35","2,629","3:42:46","134","147","0.0","--","--","5:16","3:39","360","363","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-08 18:15:36,false,"Rondebosch Running","6.87","448","33:09","--","--","0.0","--","--","4:49","4:12","37","31","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-07 05:59:16,false,"Cape Town Running","7.18","566","34:59","192","250","0.0","--","--","4:52","3:16","6","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-05 09:55:13,false,"Newlands Running","7.07","407","37:40","153","183","0.0","--","--","5:20","0:55","251","244","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-04 08:50:56,false,"Rondebosch Running","16.19","1,052","1:23:54","--","--","0.0","--","--","5:11","4:00","201","193","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-03 06:03:24,false,"Cape Town Running","8.14","528","41:52","--","--","0.0","--","--","5:09","4:16","15","18","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-02 17:56:23,false,"Claremont Running","12.05","787","57:48","--","--","0.0","--","--","4:48","3:52","109","112","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-01 17:52:05,false,"Rondebosch Running","8.10","653","38:12","197","249","0.0","--","--","4:43","3:45","41","38","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-31 07:30:18,false,"Rondebosch Running","9.09","996","48:58","220","248","0.0","--","--","5:23","2:51","90","88","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-30 18:22:08,false,"Claremont Running","11.05","1,214","1:05:26","207","248","0.0","--","--","5:55","3:34","341","341","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-28 07:22:33,false,"Rondebosch Running","7.90","512","42:22","--","--","0.0","--","--","5:22","4:29","40","33","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-22 08:01:31,false,"Muizenberg Running","6.04","398","36:31","--","--","0.0","--","--","6:03","2:26","21","24","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-21 07:58:15,false,"Rondebosch Running","32.13","2,091","2:51:45","--","--","0.0","--","--","5:21","4:10","673","672","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-20 06:01:59,false,"Cape Town Running","8.35","544","42:35","--","--","0.0","--","--","5:06","4:19","22","25","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-19 17:52:34,false,"Rondebosch Running","12.49","815","57:20","--","--","0.0","--","--","4:35","3:31","133","113","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-18 17:16:26,false,"Rondebosch Running","7.73","506","37:11","--","--","0.0","--","--","4:49","4:07","39","39","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
